,age,occupation,marriage status,education level,balance,housing,loan,have termed deposit,credit_scores,credit_conditions
7056,28,management,single,tertiary,355,yes,yes,no,-4380,below zero
7057,45,admin.,married,secondary,25,yes,no,no,1115,above mean
7058,32,admin.,married,secondary,739,yes,yes,no,-3996,below zero
7059,25,blue-collar,married,secondary,758,yes,no,no,1848,above mean
7060,29,self-employed,married,secondary,542,no,no,no,542,below mean
7061,29,technician,single,secondary,740,yes,no,no,1830,above mean
7062,38,blue-collar,married,primary,476,yes,no,no,1566,above mean
7063,44,blue-collar,married,primary,3753,yes,no,no,4843,above mean
7064,34,technician,single,secondary,1386,yes,yes,no,-3349,below zero
7065,31,technician,single,secondary,335,yes,no,no,1425,above mean
7066,41,admin.,single,secondary,882,yes,yes,no,-3853,below zero
7067,35,blue-collar,married,secondary,-659,yes,yes,no,-5394,below zero
7068,40,blue-collar,married,secondary,-428,yes,no,no,662,below mean
7069,29,management,single,tertiary,119,yes,no,no,1209,above mean
7070,26,blue-collar,married,secondary,245,yes,no,no,1335,above mean
7071,59,technician,married,secondary,519,yes,no,no,1609,above mean
7072,39,services,single,secondary,300,yes,yes,no,-4435,below zero
7073,33,services,single,secondary,91,no,yes,no,-5734,below zero
7074,43,technician,married,secondary,-496,yes,no,no,594,below mean
7075,50,management,married,secondary,-187,yes,no,no,903,below mean
7076,48,technician,married,secondary,219,yes,yes,no,-4516,below zero
7077,46,blue-collar,divorced,primary,571,yes,yes,no,-4164,below zero
7078,31,blue-collar,single,primary,-495,yes,no,no,595,below mean
7079,43,technician,single,secondary,11269,no,no,no,11269,above mean
7080,28,blue-collar,married,secondary,2,yes,no,no,1092,above mean
7081,40,admin.,married,unknown,3557,yes,no,no,4647,above mean
7082,34,services,single,secondary,34,yes,yes,no,-4701,below zero
7083,42,blue-collar,single,primary,181,yes,no,no,1271,above mean
7084,51,admin.,married,primary,943,yes,no,no,2033,above mean
7085,41,blue-collar,married,secondary,1020,yes,no,no,2110,above mean
7086,34,blue-collar,married,secondary,250,yes,no,no,1340,above mean
7087,43,management,married,tertiary,724,yes,no,no,1814,above mean
7088,59,technician,married,primary,4243,yes,no,no,5333,above mean
7089,48,blue-collar,married,secondary,48,yes,yes,no,-4687,below zero
7090,35,blue-collar,married,secondary,0,yes,yes,yes,-4735,below zero
7091,53,retired,married,secondary,1004,yes,no,no,2094,above mean
7092,50,technician,divorced,unknown,1328,yes,no,no,2418,above mean
7093,33,management,married,tertiary,2508,yes,no,no,3598,above mean
7094,24,student,single,secondary,1919,yes,no,no,3009,above mean
7095,52,services,divorced,primary,130,yes,no,no,1220,above mean
7096,35,technician,single,tertiary,485,yes,no,no,1575,above mean
7097,30,services,single,secondary,179,yes,no,no,1269,above mean
7098,41,management,married,tertiary,615,yes,no,no,1705,above mean
7099,45,management,single,tertiary,2571,yes,no,no,3661,above mean
7100,43,blue-collar,married,secondary,-111,yes,no,no,979,below mean
7101,42,technician,divorced,secondary,-106,yes,no,no,984,below mean
7102,45,technician,single,secondary,31,no,no,no,31,below mean
7103,50,blue-collar,married,primary,84,yes,no,no,1174,above mean
7104,43,blue-collar,married,secondary,0,yes,yes,no,-4735,below zero
7105,31,services,married,secondary,3181,yes,no,no,4271,above mean
7106,59,blue-collar,married,primary,748,no,no,no,748,below mean
7107,40,admin.,married,primary,1314,yes,no,no,2404,above mean
7108,36,technician,single,unknown,0,yes,no,no,1090,above mean
7109,27,technician,single,tertiary,3083,yes,no,no,4173,above mean
7110,21,services,single,secondary,1903,yes,no,no,2993,above mean
7111,37,blue-collar,married,secondary,-4,yes,yes,no,-4739,below zero
7112,26,technician,single,tertiary,813,yes,no,no,1903,above mean
7113,39,technician,married,secondary,192,yes,yes,no,-4543,below zero
7114,50,retired,married,secondary,6998,yes,no,no,8088,above mean
7115,39,entrepreneur,married,tertiary,1,yes,yes,no,-4734,below zero
7116,32,management,married,secondary,3935,yes,no,no,5025,above mean
7117,57,blue-collar,married,primary,630,yes,no,no,1720,above mean
7118,42,management,married,tertiary,1993,no,no,no,1993,above mean
7119,42,blue-collar,married,secondary,130,yes,no,no,1220,above mean
7120,40,blue-collar,married,secondary,327,yes,no,no,1417,above mean
7121,30,services,divorced,secondary,1016,yes,no,no,2106,above mean
7122,29,blue-collar,married,unknown,559,yes,no,no,1649,above mean
7123,35,admin.,married,secondary,404,yes,no,yes,1494,above mean
7124,31,blue-collar,married,secondary,283,yes,yes,no,-4452,below zero
7125,43,technician,married,secondary,2041,yes,yes,no,-2694,below zero
7126,39,technician,divorced,secondary,394,yes,no,no,1484,above mean
7127,37,management,single,secondary,34,yes,no,no,1124,above mean
7128,44,blue-collar,married,secondary,72,yes,no,no,1162,above mean
7129,52,technician,single,tertiary,1308,yes,no,no,2398,above mean
7130,53,management,married,secondary,2895,yes,no,no,3985,above mean
7131,41,blue-collar,married,secondary,193,yes,no,no,1283,above mean
7132,40,unemployed,single,secondary,75,yes,no,no,1165,above mean
7133,41,admin.,married,secondary,3279,yes,no,no,4369,above mean
7134,40,services,married,secondary,1938,no,no,no,1938,above mean
7135,55,management,married,tertiary,0,no,no,no,0,below mean
7136,54,admin.,married,tertiary,-690,yes,yes,no,-5425,below zero
7137,55,entrepreneur,divorced,tertiary,1119,no,no,no,1119,above mean
7138,38,admin.,single,secondary,623,yes,yes,no,-4112,below zero
7139,54,admin.,married,secondary,426,yes,no,no,1516,above mean
7140,43,technician,married,secondary,310,yes,no,no,1400,above mean
7141,41,blue-collar,married,primary,262,yes,no,no,1352,above mean
7142,38,retired,single,secondary,44,no,no,no,44,below mean
7143,52,services,married,secondary,2081,yes,no,no,3171,above mean
7144,43,management,married,unknown,5172,yes,no,no,6262,above mean
7145,27,blue-collar,single,secondary,2486,yes,no,yes,3576,above mean
7146,36,entrepreneur,married,tertiary,1423,yes,no,no,2513,above mean
7147,36,student,single,unknown,36,yes,no,no,1126,above mean
7148,51,services,married,unknown,224,yes,no,no,1314,above mean
7149,50,technician,married,secondary,1541,yes,no,no,2631,above mean
7150,48,management,divorced,secondary,1598,yes,no,no,2688,above mean
7151,44,blue-collar,married,primary,77,yes,no,no,1167,above mean
7152,34,technician,divorced,tertiary,1242,yes,no,no,2332,above mean
7153,48,management,married,tertiary,1533,no,no,no,1533,above mean
7154,46,admin.,divorced,secondary,1939,yes,no,no,3029,above mean
7155,51,blue-collar,married,secondary,2237,yes,no,no,3327,above mean
7156,58,retired,married,secondary,32948,no,no,no,32948,above mean
7157,35,blue-collar,married,secondary,765,yes,no,no,1855,above mean
7158,45,technician,single,tertiary,1403,yes,no,no,2493,above mean
7159,53,self-employed,married,tertiary,451,yes,no,no,1541,above mean
7160,50,self-employed,married,secondary,6174,yes,yes,no,1439,above mean
7161,42,blue-collar,married,primary,984,yes,no,no,2074,above mean
7162,48,management,married,primary,1910,yes,no,no,3000,above mean
7163,47,technician,married,secondary,72,no,no,no,72,below mean
7164,56,blue-collar,married,secondary,249,yes,no,yes,1339,above mean
7165,42,blue-collar,married,secondary,-972,yes,no,no,118,below mean
7166,54,technician,married,secondary,-939,yes,no,no,151,below mean
7167,53,blue-collar,married,primary,436,yes,no,no,1526,above mean
7168,40,admin.,married,secondary,451,yes,yes,no,-4284,below zero
7169,37,blue-collar,married,secondary,11953,yes,yes,no,7218,above mean
7170,26,admin.,single,tertiary,3672,yes,no,no,4762,above mean
7171,46,blue-collar,married,secondary,176,no,no,no,176,below mean
7172,46,self-employed,married,secondary,0,no,no,no,0,below mean
7173,45,technician,married,secondary,0,yes,no,no,1090,above mean
7174,56,admin.,married,secondary,1504,yes,no,no,2594,above mean
7175,36,blue-collar,married,secondary,722,yes,no,no,1812,above mean
7176,40,technician,married,secondary,1269,yes,no,no,2359,above mean
7177,32,admin.,married,tertiary,118,no,no,no,118,below mean
7178,31,blue-collar,married,secondary,1017,yes,no,no,2107,above mean
7179,56,blue-collar,married,primary,551,no,no,no,551,below mean
7180,23,services,single,secondary,0,yes,no,no,1090,above mean
7181,29,unknown,single,unknown,209,no,no,no,209,below mean
7182,50,technician,married,secondary,841,yes,no,no,1931,above mean
7183,39,services,married,secondary,1099,no,no,no,1099,above mean
7184,55,management,married,tertiary,505,yes,yes,no,-4230,below zero
7185,35,self-employed,married,secondary,0,yes,no,no,1090,above mean
7186,51,services,married,secondary,-178,yes,yes,no,-4913,below zero
7187,33,technician,single,tertiary,538,yes,no,no,1628,above mean
7188,44,blue-collar,married,secondary,2523,yes,no,no,3613,above mean
7189,44,services,married,secondary,744,yes,no,no,1834,above mean
7190,52,self-employed,married,secondary,-488,yes,no,no,602,below mean
7191,45,unemployed,divorced,secondary,3354,yes,no,yes,4444,above mean
7192,32,services,single,secondary,187,yes,no,no,1277,above mean
7193,40,management,married,tertiary,832,yes,yes,no,-3903,below zero
7194,38,technician,single,secondary,2079,yes,yes,no,-2656,below zero
7195,53,technician,divorced,secondary,1301,yes,no,no,2391,above mean
7196,26,technician,single,tertiary,77,yes,no,no,1167,above mean
7197,33,technician,married,secondary,1072,no,yes,no,-4753,below zero
7198,44,blue-collar,married,unknown,15578,yes,no,no,16668,above mean
7199,35,blue-collar,married,secondary,809,yes,yes,no,-3926,below zero
7200,44,technician,married,secondary,13761,yes,no,no,14851,above mean
7201,42,blue-collar,married,secondary,790,yes,no,no,1880,above mean
7202,58,unemployed,married,secondary,4497,yes,no,no,5587,above mean
7203,43,services,married,secondary,-456,yes,no,no,634,below mean
7204,39,management,married,primary,1749,yes,no,no,2839,above mean
7205,32,management,single,tertiary,537,no,no,no,537,below mean
7206,29,management,married,tertiary,1474,yes,yes,no,-3261,below zero
7207,41,services,married,secondary,1545,yes,no,no,2635,above mean
7208,44,blue-collar,married,secondary,776,yes,no,no,1866,above mean
7209,36,technician,married,secondary,1286,yes,yes,no,-3449,below zero
7210,34,technician,married,tertiary,285,yes,yes,no,-4450,below zero
7211,35,blue-collar,married,primary,-1489,yes,yes,no,-6224,below zero
7212,57,technician,single,secondary,806,yes,no,no,1896,above mean
7213,42,admin.,single,unknown,297,yes,no,no,1387,above mean
7214,40,technician,single,primary,340,yes,no,no,1430,above mean
7215,35,technician,single,tertiary,130,yes,no,no,1220,above mean
7216,46,technician,married,secondary,1307,yes,no,no,2397,above mean
7217,44,blue-collar,married,secondary,6491,yes,no,no,7581,above mean
7218,31,blue-collar,single,secondary,2137,no,no,no,2137,above mean
7219,26,services,married,secondary,611,yes,no,no,1701,above mean
7220,51,technician,married,secondary,2402,yes,no,no,3492,above mean
7221,42,management,married,secondary,2608,yes,no,no,3698,above mean
7222,41,services,single,tertiary,285,yes,yes,no,-4450,below zero
7223,45,technician,married,secondary,59,yes,no,no,1149,above mean
7224,52,retired,married,secondary,1052,yes,no,no,2142,above mean
7225,52,management,married,tertiary,1177,yes,no,no,2267,above mean
7226,41,management,married,secondary,689,yes,no,no,1779,above mean
7227,47,unemployed,married,secondary,351,yes,yes,no,-4384,below zero
7228,39,blue-collar,married,primary,-388,yes,no,no,702,below mean
7229,52,technician,married,secondary,22755,yes,no,no,23845,above mean
7230,48,management,divorced,tertiary,-625,yes,no,no,465,below mean
7231,39,technician,divorced,secondary,1270,yes,no,no,2360,above mean
7232,30,services,married,secondary,699,yes,no,no,1789,above mean
7233,40,admin.,married,secondary,0,yes,yes,no,-4735,below zero
7234,51,blue-collar,divorced,unknown,10287,yes,no,no,11377,above mean
7235,51,management,married,tertiary,0,yes,yes,no,-4735,below zero
7236,45,blue-collar,married,primary,180,yes,yes,no,-4555,below zero
7237,39,self-employed,married,primary,185,yes,no,no,1275,above mean
7238,36,blue-collar,married,secondary,439,yes,no,no,1529,above mean
7239,28,blue-collar,married,primary,10045,yes,no,no,11135,above mean
7240,43,self-employed,married,unknown,6,yes,no,no,1096,above mean
7241,48,blue-collar,married,secondary,5241,yes,no,no,6331,above mean
7242,60,blue-collar,divorced,secondary,0,yes,no,yes,1090,above mean
7243,41,technician,married,tertiary,816,yes,yes,no,-3919,below zero
7244,37,technician,single,secondary,3,yes,no,no,1093,above mean
7245,33,technician,married,secondary,2099,yes,yes,no,-2636,below zero
7246,48,blue-collar,married,unknown,100,yes,no,no,1190,above mean
7247,50,technician,married,secondary,7098,yes,no,no,8188,above mean
7248,49,admin.,divorced,secondary,266,yes,no,no,1356,above mean
7249,47,blue-collar,married,secondary,7985,yes,no,no,9075,above mean
7250,47,blue-collar,married,secondary,812,yes,no,no,1902,above mean
7251,41,blue-collar,single,unknown,961,yes,no,no,2051,above mean
7252,52,technician,married,unknown,9687,yes,no,no,10777,above mean
7253,48,unemployed,married,primary,551,yes,no,no,1641,above mean
7254,39,blue-collar,married,secondary,-16,no,no,no,-16,below zero
7255,31,technician,married,tertiary,8,no,no,no,8,below mean
7256,35,services,single,secondary,918,yes,no,no,2008,above mean
7257,33,services,married,secondary,-49,yes,no,no,1041,above mean
7258,30,admin.,divorced,primary,1032,yes,no,no,2122,above mean
7259,23,technician,married,secondary,8254,yes,no,no,9344,above mean
7260,42,services,married,primary,91,yes,no,no,1181,above mean
7261,32,services,married,secondary,250,yes,no,no,1340,above mean
7262,50,services,married,primary,1132,yes,no,no,2222,above mean
7263,36,technician,married,secondary,1466,yes,no,no,2556,above mean
7264,51,entrepreneur,divorced,unknown,-57,yes,no,no,1033,below mean
7265,39,technician,single,secondary,822,yes,yes,no,-3913,below zero
7266,54,management,married,tertiary,2452,yes,no,no,3542,above mean
7267,36,self-employed,single,primary,235,yes,no,no,1325,above mean
7268,26,technician,single,tertiary,8839,yes,no,no,9929,above mean
7269,30,blue-collar,married,primary,1127,yes,no,no,2217,above mean
7270,28,services,single,secondary,1736,yes,no,no,2826,above mean
7271,35,technician,married,secondary,295,yes,no,no,1385,above mean
7272,33,services,married,secondary,931,yes,no,no,2021,above mean
7273,25,services,single,secondary,2798,yes,no,no,3888,above mean
7274,38,admin.,single,secondary,2345,yes,no,no,3435,above mean
7275,37,blue-collar,married,secondary,-141,yes,yes,no,-4876,below zero
7276,57,blue-collar,married,secondary,-353,no,yes,no,-6178,below zero
7277,35,blue-collar,married,secondary,628,yes,no,no,1718,above mean
7278,31,blue-collar,married,primary,490,yes,no,no,1580,above mean
7279,55,services,divorced,secondary,218,yes,no,no,1308,above mean
7280,51,blue-collar,married,primary,3170,yes,no,no,4260,above mean
7281,56,technician,married,secondary,589,yes,no,yes,1679,above mean
7282,50,services,divorced,secondary,28,yes,yes,no,-4707,below zero
7283,36,management,single,tertiary,6450,yes,no,no,7540,above mean
7284,40,technician,married,secondary,2715,yes,no,no,3805,above mean
7285,28,technician,single,secondary,1,yes,no,no,1091,above mean
7286,37,admin.,single,secondary,3049,yes,yes,no,-1686,below zero
7287,44,management,married,secondary,27,yes,no,no,1117,above mean
7288,36,self-employed,single,secondary,3670,yes,no,no,4760,above mean
7289,49,technician,married,secondary,2497,yes,no,no,3587,above mean
7290,38,admin.,married,secondary,-762,no,no,no,-762,below zero
7291,50,blue-collar,married,primary,414,yes,no,no,1504,above mean
7292,44,services,married,secondary,361,yes,no,no,1451,above mean
7293,37,blue-collar,married,secondary,672,yes,no,no,1762,above mean
7294,36,blue-collar,married,secondary,959,yes,no,no,2049,above mean
7295,33,blue-collar,married,secondary,-416,yes,no,no,674,below mean
7296,49,services,married,primary,5737,yes,no,no,6827,above mean
7297,45,admin.,married,primary,895,yes,no,no,1985,above mean
